n_workers,n_threads,n_partitions,load_time,rotation_time,mapping_time,compute_time,total_time
1,1,4,10.185622453689575,0.02675175666809082,0.0012946128845214844,10.913637638092041,21.127811908721924
1,2,4,6.194182395935059,0.019726991653442383,0.0017573833465576172,10.24606704711914,16.46188998222351
1,3,4,5.761244773864746,0.019266366958618164,0.006700754165649414,9.618924617767334,15.406607389450073
1,4,4,5.683952808380127,0.019070863723754883,0.0007600784301757812,9.86884593963623,15.57301664352417
1,5,4,5.652279853820801,0.019701004028320312,0.0007283687591552734,9.864370584487915,15.537254333496094
1,6,4,5.8222057819366455,0.020064592361450195,0.0013892650604248047,9.64477252960205,15.488585710525513
1,7,4,5.876134872436523,0.020099401473999023,0.0015206336975097656,9.402994632720947,15.300902843475342
1,8,4,5.868018388748169,0.02020859718322754,0.0013933181762695312,10.114592552185059,16.004352569580078
2,1,8,5.954141616821289,0.019749879837036133,0.0008056163787841797,5.956943035125732,11.932920217514038
2,2,8,5.506081581115723,0.019380807876586914,0.0007481575012207031,5.5579400062561035,11.084290504455566
2,3,8,5.814002752304077,0.019580841064453125,0.0007388591766357422,5.6576738357543945,11.492182731628418
2,4,8,5.641163349151611,0.019291162490844727,0.0007343292236328125,5.470313549041748,11.131643056869507
2,5,8,5.678186416625977,0.019840717315673828,0.0009684562683105469,5.8736677169799805,11.572841882705688
2,6,8,5.779897689819336,0.020034074783325195,0.0011324882507324219,5.754941701889038,11.556674242019653
2,7,8,6.114119529724121,0.019475698471069336,0.0005507469177246094,5.815104722976685,11.94957184791565
2,8,8,5.769699335098267,0.0195920467376709,0.0010716915130615234,5.743878364562988,11.534366846084595
3,1,12,5.93795919418335,0.01961517333984375,0.0006372928619384766,4.568802356719971,10.527745008468628
3,2,12,5.6523072719573975,0.019362688064575195,0.0010182857513427734,4.52158522605896,10.194446086883545
3,3,12,5.609744071960449,0.018853425979614258,0.00048232078552246094,4.290887355804443,9.920090436935425
3,4,12,5.647793531417847,0.019770383834838867,0.0006990432739257812,4.328930616378784,9.997533082962036
3,5,12,5.577595949172974,0.019367694854736328,0.0005254745483398438,4.4418625831604,10.039530754089355
3,6,12,5.5086846351623535,0.01888108253479004,0.0006668567657470703,4.330901384353638,9.859389305114746
3,7,12,5.7459752559661865,0.0197751522064209,0.0017147064208984375,4.453670024871826,10.221351385116577
3,8,12,5.936581611633301,0.02048635482788086,0.0014379024505615234,4.410980939865112,10.369631290435791
4,1,16,5.926127195358276,0.019881010055541992,0.0006430149078369141,3.756525754928589,9.70345687866211
4,2,16,5.962374687194824,0.019946575164794922,0.0015985965728759766,3.9046573638916016,9.890345096588135
4,3,16,5.773407220840454,0.019249916076660156,0.000507354736328125,3.7652366161346436,9.558582782745361
4,4,16,5.6524717807769775,0.019962549209594727,0.0007228851318359375,3.6223843097686768,9.295671701431274
4,5,16,5.5518012046813965,0.01967763900756836,0.0006580352783203125,3.7148585319519043,9.287251472473145
4,6,16,5.538341045379639,0.019433021545410156,0.0007026195526123047,3.849963903427124,9.408607244491577
4,7,16,5.577018737792969,0.019132375717163086,0.0005185604095458984,3.6585512161254883,9.256394386291504
4,8,16,5.794718265533447,0.01948070526123047,0.0011796951293945312,3.89585280418396,9.711429119110107
5,1,20,5.812267780303955,0.01956629753112793,0.0008027553558349609,3.9721949100494385,9.805444955825806
5,2,20,5.781080722808838,0.019809722900390625,0.001384735107421875,3.992805242538452,9.795229434967041
5,3,20,6.018539190292358,0.019300222396850586,0.0005905628204345703,4.05273175239563,10.092048645019531
5,4,20,5.777573585510254,0.019805192947387695,0.0014281272888183594,4.135159015655518,9.934825420379639
5,5,20,5.768772602081299,0.019083499908447266,0.0005576610565185547,4.041200399398804,9.82974624633789
5,6,20,5.67083215713501,0.019459009170532227,0.0007152557373046875,3.8370201587677,9.528154373168945
5,7,20,5.537395477294922,0.019421100616455078,0.0005681514739990234,3.800381898880005,9.357906579971313
5,8,20,5.658187627792358,0.02236199378967285,0.002389192581176758,3.737809658050537,9.421079158782959
6,1,24,5.933722734451294,0.02032303810119629,0.0006542205810546875,4.0273847579956055,9.982219219207764
6,2,24,5.891799449920654,0.020352602005004883,0.001613616943359375,4.189128875732422,10.103049039840698
6,3,24,5.781401872634888,0.01950359344482422,0.0005695819854736328,4.1312103271484375,9.9328134059906
6,4,24,5.56812047958374,0.01945781707763672,0.0006995201110839844,4.010287046432495,9.598756074905396
6,5,24,5.640498161315918,0.01983189582824707,0.0006763935089111328,3.8851568698883057,9.546329259872437
6,6,24,5.69105076789856,0.019582748413085938,0.0006792545318603516,3.8390378952026367,9.55049204826355
6,7,24,5.752865552902222,0.021688222885131836,0.001035451889038086,4.003828048706055,9.781296014785767
6,8,24,5.933671474456787,0.02017998695373535,0.0013720989227294922,4.124499797821045,10.079877138137817
7,1,28,6.080416202545166,0.0205075740814209,0.0006961822509765625,4.268198490142822,10.371737241744995
7,2,28,6.068649530410767,0.0203702449798584,0.0013208389282226562,4.164070129394531,10.254631757736206
7,3,28,5.998016834259033,0.0211029052734375,0.0006129741668701172,4.096955299377441,10.118382215499878
7,4,28,5.638620853424072,0.018795490264892578,0.0007596015930175781,3.9400720596313477,9.59836483001709
7,5,28,5.5899817943573,0.019420146942138672,0.0006947517395019531,3.8403477668762207,9.450627326965332
7,6,28,5.707988023757935,0.01885223388671875,0.0007119178771972656,3.96101450920105,9.68871021270752
7,7,28,5.719282388687134,0.019772052764892578,0.0005705356597900391,3.9763071537017822,9.716869592666626
